feature_1	feature_2	feature_3	feature_4	feature_5
0.7104419250694335	5.465972819499085	52	C	3.0
-0.7287542316671156	6.564232554206907	29	C	3.0
-0.406090394770152	5.391009400375811	44	B	3.0
1.662567056334514	6.0853225849594414	77	B	2.0
1.62468651989897	1.4236186416147611	28	A	2.0
-0.7719713616637268	4.087556255591874	39	A	
0.4025646842495751	3.7033427840249065	60	B	1.0
0.5742418858993938	5.829252858990786	30	B	2.0
-2.0024992072611303	1.6708255471208537	87	A	
0.9125771818931208	4.172162907841277	14	C	3.0
-0.30722604509657236	5.3970993749386205	79	C	2.0
1.4940084938154694	4.308709197381649	6	C	
-0.48273724477688346	3.507481800586919	18	A	
0.6454356032922551	5.13883339547147	49	B	
-0.5940554658551377	4.361545524206198	14	A	
0.8716748730003642	4.922038378135019	62	A	2.0
-0.28602574700114186	7.773636006040665	20	A	1.0
-0.47766451541147814	3.7206504471665967	19	A	
-0.7020001135216833	4.533381491538207	45	B	2.0
-0.23541496725905714	8.289463201174033	60	C	2.0
1.0496820450601108	5.581509451464829	92	A	3.0
0.01717874113812198	4.499145572690668	25	C	3.0
0.12130091295486614	4.368907148236085	69	C	3.0
-0.16084647457931484	9.620086442365977	80	A	2.0
-0.2760833156062228	5.281513238178083	83	A	
-0.32751602026873666	5.60813158743044	17	C	
-1.362275398432135	2.0102846555577547	23	B	3.0
-0.6772173842035982	8.563803831797177	21	B	3.0
-0.4820947731189839	3.831683072710238	56	B	1.0
-0.355947865422974	2.596928559787048	61	C	1.0
0.922770602726809	4.728177603142946	9	A	1.0
0.4671409028024346	1.7524870889032886	28	B	1.0
0.6677185539119873	3.852248675158419	49	B	2.0
1.2978541367852996	5.748020184224628	76	A	
0.8203038857304876	7.1206296043771244	33	C	
0.18913249541536747	7.7552734041715805	63	B	2.0
1.604360980991548	5.22422765726926	81	C	1.0
0.7713318766741799	6.768462419844336	95	B	2.0
0.1111936870381888	7.380597352682022	48	C	2.0
-1.238681820082094	7.0837306220327605	23	C	1.0
1.879415384686003	5.145072099378762	47	A	1.0
-1.5015296740011361	7.565467164947593	56	A	3.0
0.01814499265690975	8.58285060826836	68	C	
1.5685769103341585	5.528446870788038	92	A	2.0
0.026958554424255505	5.209121470767697	39	A	
1.1548094284240522	7.368080267548061	56	A	3.0
1.0766863028813576	9.10403229809475	38	B	2.0
-0.585913086883602	4.83060707741646	42	C	
0.18394663724887317	6.945514858357381	45	C	3.0
0.08296780668650035	5.541256641376836	15	A	1.0
-0.6431341254016543	9.52953152710571	28	A	1.0
1.3172149128546782	3.5997780418090723	20	A	1.0
0.8800962596476235	2.8294323570200044	73	A	
-1.3111528028279837	3.5527457301130676	62	B	
0.5852657453011212	8.578654386221839	59	C	
-0.23478516252508155	5.655565359588858	13	B	2.0
1.0842052823695805	9.512394353730773	44	C	1.0
0.7492925982406768	2.374414172141144	94	C	2.0
1.0432522791192205	5.270212923255829	54	C	
-0.5952893287532713	-0.7246785111077951	52	C	1.0
-0.2224982050744274	3.0792143713516307	86	B	2.0
2.041105018396857	5.459561700175544	96	C	3.0
1.1736235999622262	5.822643336787083	60	C	1.0
-0.321934138682515	2.8720350884431016	90	B	1.0
0.7122014017629938	5.157818792097835	69	C	
-0.5335380450462309	5.435280505450256	25	C	3.0
0.036491028416442306	5.51913616550849	20	A	
1.5386320442942594	1.5409540961820785	26	C	1.0
2.702756488669682	6.706651971075797	36	A	1.0
-0.4283807090750166	3.3915101244451966	19	A	
1.1693893369870825	4.076079820447983	30	B	3.0
0.23986291684855468	3.043439792556642	43	B	2.0
1.7018690045142186	6.863778238552777	69	C	2.0
-0.21261312669130586	5.928039273284072	32	C	
-0.4716670242365178	4.013251824998573	58	B	1.0
1.664760510373526	3.3189817243388373	40	C	
0.04783538944172845	5.637094941261118	26	C	2.0
-0.7239734961726919	5.74058396030171	33	C	1.0
-0.2775215802147937	7.027147207296302	85	C	3.0
-1.9839024812432715	4.552013198242683	88	C	2.0
1.792477664451378	6.027098800579974	90	B	1.0
-0.7396206309540682	6.589760378682095	86	C	
-1.1880755174122533	4.36250571380963	64	B	1.0
-0.49242220037372314	3.815101146532018	79	B	2.0
-0.44857507469603963	4.3304404082923345	8	B	1.0
1.4716027817663286	3.4623036800700167	46	B	2.0
0.07545026009759594	5.257195328414043	51	C	
1.4512606029577486	2.3978769808907985	53	C	3.0
0.3984522015597643	6.28893232498748	47	A	3.0
0.3234616825918376	6.177609314618474	5	A	1.0
-2.3049176355307663	4.6730532260058	24	C	1.0
-0.015927546391925288	4.580552705124561	74	C	3.0
-0.5817472543938891	4.884307742731658	13	C	2.0
1.2139226682719728	4.9555279939132575	45	A	3.0
-0.4837449508127146	5.279253452482587	53	C	1.0
-0.6955793503126975	7.087135062654264	69	A	2.0
1.3508843942882913	9.511861332242656	15	C	
1.602876043665076	4.2362373195314245	38	C	3.0
-0.9587900566467111	7.619854614056347	52	C	
1.082364774496387	4.969475075936212	54	B	2.0
